M&A SDC Deal Number,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(EUR, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisor Name
('|')","Acquiror Financial Advisor Name
('|')","Target Net Sales Last 12 Months
(EUR, Millions)","EBITDA Last 12 Months
(EUR, Millions)","Enterprise Value at Announcement
(EUR, Millions, '|')",Target Industry Sector,Target Public Status,,Year
3351135040,11/12/2018,11/12/2018,31.70,Albioma SA,Energy and Power,Power,France,Impala SAS,Financials,Other Financials,France,,,408.60,137.29,"1,232.11","Electric, Gas, and Water Distribution",Public,,"2,018.00"
3318186040,10/12/2018,10/12/2018,"4,101.87",Travelport Worldwide Ltd,High Technology,Software,United Kingdom,Travelport Worldwide Ltd SPV,Financials,Other Financials,United Kingdom,Morgan Stanley|UBS Investment Bank,Barclays|Deutsche Bank|Bank of America Merrill Lynch|Macquarie Capital Group Ltd|LionTree Advisors LLC,"2,846.20",630.38,"4,055.51",Transportation and Shipping (except air),Public,,"2,018.00"
3319041020,10/12/2018,10/12/2018,"1,187.48",NutriSystem Inc,Consumer Products and Services,Other Consumer Products,United States,Tivity Health Inc,Healthcare,Healthcare Providers & Services (HMOs),United States,Evercore Partners,Credit Suisse Group,596.77,76.11,"1,153.76",Amusement and Recreation Services,Public,,"2,018.00"
3327137040,10/12/2018,10/12/2018,72.76,Osisko Gold Royalties Ltd,Materials,Metals & Mining,Canada,Osisko Gold Royalties Ltd,Materials,Metals & Mining,Canada,,,323.58,61.30,"1,262.40",Mining,Public,,"2,018.00"
3318132040,07/12/2018,07/12/2018,"1,561.34",Cronos Group Inc,Healthcare,Pharmaceuticals,Canada,Altria Group Inc,Consumer Staples,Tobacco,United States,Lazard,Perella Weinberg Partners LP|JP Morgan,7.83,-13.98,"1,893.08",Drugs,Public,,"2,018.00"
3318181040,07/12/2018,07/12/2018,920.08,Cronos Group Inc,Healthcare,Pharmaceuticals,Canada,Altria Group Inc,Consumer Staples,Tobacco,United States,Lazard,Perella Weinberg Partners LP|JP Morgan,7.83,-13.98,"2,217.44",Drugs,Public,,"2,018.00"
3318629020,06/12/2018,06/12/2018,8.82,Brookline Bancorp Inc,Financials,Banks,United States,Brookline Bancorp Inc,Financials,Banks,United States,,,225.60,106.06,"1,927.37","Commercial Banks, Bank Holding Companies",Public,,"2,018.00"
3344967040,06/12/2018,06/12/2018,376.00,TLG Immobilien AG,Real Estate,Non Residential,Germany,Investor Group,Financials,Other Financials,Switzerland,,,267.49,165.34,"4,136.53",Real Estate; Mortgage Bankers and Brokers,Public,,"2,018.00"
3341750040,04/12/2018,04/12/2018,570.34,Greencore Group PLC,Consumer Staples,Food and Beverage,Ireland,Greencore Group PLC,Consumer Staples,Food and Beverage,Ireland,,"Greenhill & Co, LLC|Goodbody & Co.|Goldman Sachs & Co|Jefferies & Co Inc","1,681.81",157.13,"1,536.81",Food and Kindred Products,Public,,"2,018.00"
3110526020,03/12/2018,03/12/2018,"3,964.45",Tesaro Inc,Healthcare,Pharmaceuticals,United States,GlaxoSmithKline PLC,Healthcare,Pharmaceuticals,United Kingdom,Centerview Partners LLC|Citi,Bank of America Merrill Lynch|PJT Partners Inc,188.98,-524.49,"3,951.53",Drugs,Public,,"2,018.00"
3316782040,03/12/2018,03/12/2018,33.95,ATS Automation Tooling Systems Inc,Industrials,Machinery,Canada,ATS Automation Tooling Systems Inc,Industrials,Machinery,Canada,,,774.16,83.44,"1,045.41",Machinery,Public,,"2,018.00"
3328806020,03/12/2018,03/12/2018,162.37,Crocs Inc,Consumer Staples,Textiles & Apparel,United States,Crocs Inc,Consumer Staples,Textiles & Apparel,United States,,,922.92,72.32,"1,552.01",Rubber and Miscellaneous Plastic Products,Public,,"2,018.00"
3513866040,03/12/2018,03/12/2018,176.73,argenx SE,Healthcare,Healthcare Equipment & Supplies,Netherlands,Johnson & Johnson Innovation - JJDC Inc,Financials,Alternative Financial Investments,United States,,,38.43,-48.71,"3,415.63",Business Services,Public,,"2,018.00"
3317489040,30/11/2018,30/11/2018,175.17,ECN Capital Corp,Financials,Other Financials,Canada,ECN Capital Corp,Financials,Other Financials,Canada,,,165.91,19.31,"1,444.74",Other Financial,Public,,"2,018.00"
3317016040,28/11/2018,28/11/2018,218.69,Lundin Mining Corp,Materials,Metals & Mining,Canada,Lundin Mining Corp,Materials,Metals & Mining,Canada,,,"1,594.70",664.76,"1,611.24",Mining,Public,,"2,018.00"
3314577020,27/11/2018,27/11/2018,108.43,Envestnet Inc,High Technology,Software,United States,BlackRock Inc,Financials,Asset Management,United States,PJT Partners LP,,676.38,77.25,"2,379.55",Prepackaged Software,Public,,"2,018.00"
3313609040,26/11/2018,26/11/2018,337.43,Orbis SA,Media and Entertainment,Hotels and Lodging,Poland,Accor SA,Media and Entertainment,Hotels and Lodging,France,,Rothschild & Co|Lazard|Santander Corp & Invest Bkg|Societe Generale,335.75,112.12,"1,010.51",Hotels and Casinos,Public,,"2,018.00"
3326936020,26/11/2018,26/11/2018,167.59,Kosmos Energy Ltd,Energy and Power,Oil & Gas,United States,Kosmos Energy Ltd,Energy and Power,Oil & Gas,United States,,,665.33,168.70,"3,758.09",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3328659020,26/11/2018,26/11/2018,31.22,Bluegreen Vacations Corp,Real Estate,Real Estate Management & Development,United States,Bluegreen Vacations Corp,Real Estate,Real Estate Management & Development,United States,,,589.73,126.74,"1,124.81",Real Estate; Mortgage Bankers and Brokers,Public,,"2,018.00"
3330809020,21/11/2018,21/11/2018,32.31,Granite Point Mortgage Trust Inc,Real Estate,REITs,United States,Granite Point Mortgage Trust Inc,Real Estate,REITs,United States,,,146.06,52.13,"2,394.46",Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,018.00"
3311202040,20/11/2018,20/11/2018,"3,408.16",BTG PLC,Healthcare,Healthcare Equipment & Supplies,United Kingdom,Bravo Bidco Ltd,Financials,Other Financials,United Kingdom,Deutsche Bank|Rothschild & Co|JP Morgan Cazenove|Goldman Sachs & Co,Barclays,715.39,273.17,"3,415.59","Measuring, Medical, Photo Equipment; Clocks",Public,,"2,018.00"
3310808020,19/11/2018,19/11/2018,"1,344.26",Resolute Energy Corp,Energy and Power,Oil & Gas,United States,Cimarex Energy Co,Energy and Power,Oil & Gas,United States,Petrie Partners LLC|Goldman Sachs & Co,Evercore Partners,293.35,139.91,"1,340.40",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3312101040,15/11/2018,20/11/2018,79.87,Premium Brands Holdings Corp,Consumer Staples,Food and Beverage,Canada,Premium Brands Holdings Corp,Consumer Staples,Food and Beverage,Canada,,,"1,847.25",157.82,"2,901.63",Food and Kindred Products,Public,,"2,018.00"
3313282040,15/11/2018,15/11/2018,72.79,Scatec Asa,Energy and Power,Alternative Energy Sources,Norway,Equinor ASA,Energy and Power,Oil & Gas,Norway,,Sparebanken Oslo Akershus,119.00,87.43,"1,267.36","Electric, Gas, and Water Distribution",Public,,"2,018.00"
3309319020,14/11/2018,14/11/2018,44.29,Empire Resorts Inc,Media and Entertainment,Casinos & Gaming,United States,Hillside (New Media Holdings) Ltd,Media and Entertainment,Casinos & Gaming,United Kingdom,Moelis & Co,,135.93,-38.02,"1,063.66",Amusement and Recreation Services,Public,,"2,018.00"
3326415020,13/11/2018,13/11/2018,445.75,LiveRamp Holdings Inc,High Technology,Computers & Peripherals,United States,LiveRamp Holdings Inc,High Technology,Computers & Peripherals,United States,,,522.86,10.12,"3,231.42",Business Services,Public,,"2,018.00"
3308171020,11/11/2018,11/11/2018,"1,564.08",Apptio Inc,High Technology,Software,United States,Bellevue Parent LLC,Financials,Other Financials,United States,Qatalyst Partners,,193.58,-1.64,"1,564.08",Prepackaged Software,Public,,"2,018.00"
3307823020,09/11/2018,09/11/2018,"2,328.74",Finisar Corp,High Technology,Semiconductors,United States,II-VI Inc,Healthcare,Healthcare Equipment & Supplies,United States,Barclays,Bank of America Merrill Lynch,"1,127.30",48.84,"2,334.48",Electronic and Electrical Equipment,Public,,"2,018.00"
3308159020,09/11/2018,09/11/2018,"1,046.09",International Speedway Corp,Media and Entertainment,Recreation & Leisure,United States,NASCAR Holdings Inc,Media and Entertainment,Recreation & Leisure,United States,Dean Bradley Osborne Partners,PNC Financial Services Group|Bank of America Merrill Lynch|BDT & Co LLC|Goldman Sachs & Co,595.17,177.68,"1,711.06",Amusement and Recreation Services,Public,,"2,018.00"
3309636040,07/11/2018,07/11/2018,200.09,Home Capital Group Inc,Financials,Other Financials,Canada,Home Capital Group Inc,Financials,Other Financials,Canada,,,279.71,133.04,"3,133.69",Credit Institutions,Public,,"2,018.00"
3304786020,06/11/2018,06/11/2018,"1,441.36",ConvergeOne Holdings Inc,High Technology,IT Consulting & Services,United States,CVC Capital Partners VII Associates LP,Financials,Other Financials,Jersey,Raymond James & Associates Inc|Morgan Stanley|Jefferies LLC|William Blair & Co,Deutsche Bank|UBS Investment Bank,949.43,76.63,"1,438.84",Business Services,Public,,"2,018.00"
3328525020,06/11/2018,06/11/2018,85.89,Century Communities Inc,Industrials,Building/Construction & Engineering,United States,Century Communities Inc,Industrials,Building/Construction & Engineering,United States,,,"1,739.66",119.78,"1,518.01",Construction Firms,Public,,"2,018.00"
3306879040,05/11/2018,05/11/2018,99.84,Bank BGZ BNP Paribas SA,Financials,Banks,Poland,European Bank For Reconstruction & Development,Government and Agencies,Supranational,United Kingdom,,,639.91,161.73,"4,671.87","Commercial Banks, Bank Holding Companies",Public,,"2,018.00"
3304804020,31/10/2018,31/10/2018,"1,151.31",LSC Communications LLC,Retail,Other Retailing,United States,Quad/Graphics Inc,Media and Entertainment,Publishing,United States,Bank of America Merrill Lynch,BDT & Co LLC|JP Morgan Securities LLC,"2,487.06",152.48,"1,154.77","Printing, Publishing, and Allied Services",Public,,"2,018.00"
3316202040,31/10/2018,01/11/2018,271.55,Seven Generations Energy Ltd,Energy and Power,Oil & Gas,Canada,Seven Generations Energy Ltd,Energy and Power,Oil & Gas,Canada,,,"2,066.22","1,270.84","4,545.76",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3304347020,30/10/2018,30/10/2018,"3,396.87",Wildhorse Resource Development Corp,Energy and Power,Oil & Gas,United States,Chesapeake Energy Corp,Energy and Power,Oil & Gas,United States,Morgan Stanley|Guggenheim Securities LLC|Tudor Pickering Holt & Co LLC,Goldman Sachs & Co,761.45,571.51,"3,404.95",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3304371040,29/10/2018,29/10/2018,189.43,Ansaldo STS SpA,Telecommunications,Telecommunications Equipment,Italy,Hitachi Rail Italy Investments Srl,Industrials,Machinery,Italy,,Goldman Sachs & Co,"1,399.82",109.59,"2,257.31",Communications Equipment,Public,,"2,018.00"
2728036020,28/10/2018,28/10/2018,"1,462.35",Penn Virginia Corp,Energy and Power,Oil & Gas,United States,Denbury Resources Inc,Energy and Power,Oil & Gas,United States,Jefferies LLC,Guggenheim Securities LLC|JP Morgan,318.91,241.91,"1,462.35",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3301451020,22/10/2018,22/10/2018,"1,553.05",American Railcar Industries Inc,Industrials,Machinery,United States,STL Parent Corp,Financials,Other Financials,United States,Western Reserve Partners LLC,,426.55,113.17,"1,559.82",Transportation Equipment,Public,,"2,018.00"
3302243040,22/10/2018,22/10/2018,275.09,Axis AB,High Technology,Software,Sweden,Canon Inc,High Technology,Electronics,Japan,,Lazard,712.85,120.93,"2,281.68","Measuring, Medical, Photo Equipment; Clocks",Public,,"2,018.00"
3301571040,19/10/2018,19/10/2018,206.31,Euskaltel SA,Telecommunications,Telecommunications Services,Spain,Zegona Communications PLC,Financials,Other Financials,United Kingdom,,LionTree Advisors LLC,675.45,321.35,"2,921.90",Telecommunications,Public,,"2,018.00"
3300139020,18/10/2018,18/10/2018,"1,520.16",Endocyte Inc,Healthcare,Pharmaceuticals,United States,Novartis AG,Healthcare,Pharmaceuticals,Switzerland,Centerview Partners LLC|Jefferies LLC,PJT Partners Inc,0.11,-36.89,"1,503.83",Drugs,Public,,"2,018.00"
3300345020,18/10/2018,18/10/2018,"1,927.06",InfraREIT Inc,Real Estate,REITs,United States,Oncor Electric Delivery Co LLC,Energy and Power,Power,United States,Evercore Partners|Morgan Stanley,Barclays|Lazard,173.23,151.41,"1,934.97",Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,018.00"
3300559020,18/10/2018,18/10/2018,826.46,Valero Energy Partners LP,Energy and Power,Pipelines,United States,Valero Energy Corp,Energy and Power,Petrochemicals,United States,Jefferies LLC,JP Morgan Securities LLC,459.56,334.42,"3,556.42",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3299127020,15/10/2018,15/10/2018,"1,562.64",SendGrid Inc,High Technology,Software,United States,Twilio Inc,High Technology,Software,United States,Morgan Stanley,Goldman Sachs & Co,118.17,7.33,"1,560.62",Prepackaged Software,Public,,"2,018.00"
3299225040,15/10/2018,15/10/2018,687.71,Societe Fonciere Lyonnaise SA,Real Estate,REITs,France,Inmobiliaria Colonial SOCIMI SA,Real Estate,REITs,Spain,,Ernst & Young LLP|Morgan Stanley,193.22,161.53,"4,837.60",Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,018.00"
3297961040,11/10/2018,11/10/2018,"2,516.68",Ceva Logistics AG,Industrials,Transportation & Infrastructure,Switzerland,Dsv As,Industrials,Transportation & Infrastructure,Denmark,Morgan Stanley|UBS Investment Bank,,"6,276.07",181.42,"2,504.82",Transportation and Shipping (except air),Public,,"2,018.00"
3303003040,11/10/2018,25/10/2018,"2,048.99",Ceva Logistics AG,Industrials,Transportation & Infrastructure,Switzerland,CMA CGM SA,Industrials,Transportation & Infrastructure,France,Morgan Stanley|UBS Investment Bank,HSBC Holdings PLC|BNP Paribas SA|Societe General Corp|Messier & Associes|Goldman Sachs & Co,"6,276.07",181.42,"2,506.43",Transportation and Shipping (except air),Public,,"2,018.00"
3013068020,10/10/2018,10/10/2018,"1,576.91",Imperva Inc,High Technology,Internet Software & Services,United States,Thoma Bravo LP,Financials,Alternative Financial Investments,United States,Qatalyst Partners,Citi|Bank of America Merrill Lynch|Jefferies LLC,303.03,2.67,"1,450.45",Prepackaged Software,Public,,"2,018.00"
3269691020,10/10/2018,10/10/2018,"3,403.37",Esterline Technologies Corp,Industrials,Other Industrials,United States,TransDigm Group Inc,Industrials,Aerospace & Defense,United States,Evercore Group|Goldman Sachs & Co,Morgan Stanley,"1,746.07",253.08,"3,393.03","Measuring, Medical, Photo Equipment; Clocks",Public,,"2,018.00"
3328485020,10/10/2018,10/10/2018,181.84,Neogen Corp,Healthcare,Healthcare Equipment & Supplies,United States,Neogen Corp,Healthcare,Healthcare Equipment & Supplies,United States,,,350.57,75.51,"2,723.72",Drugs,Public,,"2,018.00"
3296591020,08/10/2018,08/10/2018,"2,433.03",Rowan Cos PLC,Energy and Power,Oil & Gas,United States,Ensco PLC,Energy and Power,Oil & Gas,United Kingdom,Goldman Sachs & Co,Morgan Stanley|Citi|HSBC Securities (USA) Inc,539.48,30.09,"2,421.01",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3318634020,08/10/2018,08/10/2018,118.21,CAI International Inc,Consumer Products and Services,Professional Services,United States,CAI International Inc,Consumer Products and Services,Professional Services,United States,,,240.74,204.48,"2,156.49",Business Services,Public,,"2,018.00"
3295912020,04/10/2018,04/10/2018,65.35,Arrowhead Pharmaceuticals Inc,Healthcare,Pharmaceuticals,United States,Johnson & Johnson Innovation - JJDC Inc,Financials,Alternative Financial Investments,United States,,,13.91,-44.14,"1,694.01",Drugs,Public,,"2,018.00"
3295472020,03/10/2018,03/10/2018,"1,533.72",Hortonworks Inc,High Technology,Software,United States,Cloudera Inc,High Technology,Software,United States,Qatalyst Partners,Morgan Stanley,282.20,-108.76,"1,543.11",Prepackaged Software,Public,,"2,018.00"
3008916040,02/10/2018,02/10/2018,500.00,Medgaz SA,Energy and Power,Oil & Gas,Spain,Mubadala Investment Co PJSC,Financials,Alternative Financial Investments,United Arab Emirates,Santander Corp & Invest Bkg,,222.71,200.00,"1,583.62",Oil and Gas; Petroleum Refining,Private,,"2,018.00"
3294424040,30/09/2018,30/09/2018,"4,394.52",MEG Energy Corp,Energy and Power,Oil & Gas,Canada,Husky Energy Inc,Energy and Power,Oil & Gas,Canada,BMO Capital Markets,TD Securities Inc|Goldman Sachs Canada,"1,981.24",576.08,"4,394.52",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3294074020,28/09/2018,28/09/2018,122.78,American Midstream Partners LP,Energy and Power,Oil & Gas,United States,Arclight Energy Partners Fund V LP,Financials,Other Financials,United States,Evercore Group,Bank of America Merrill Lynch,700.43,28.64,"1,398.19","Electric, Gas, and Water Distribution",Public,,"2,018.00"
3295704040,28/09/2018,28/09/2018,416.63,TFI International Inc,Consumer Products and Services,Professional Services,Canada,TFI International Inc,Consumer Products and Services,Professional Services,Canada,,,"2,628.34",399.90,"3,645.66",Transportation and Shipping (except air),Public,,"2,018.00"
3306915040,26/09/2018,26/09/2018,23.04,GFI Informatique SA,High Technology,IT Consulting & Services,France,Mannai Corp QSC,Energy and Power,Oil & Gas,Qatar,,Credit Agricole CIB,"1,195.31",88.54,"1,015.97",Business Services,Public,,"2,018.00"
3292416020,25/09/2018,25/09/2018,"1,932.01",Sonic Corp,Retail,Food & Beverage Retailing,United States,Inspire Brands Inc,Retail,Food & Beverage Retailing,United States,Guggenheim Securities LLC,,365.19,125.63,"1,927.93",Retail Trade-Eating and Drinking Places,Public,,"2,018.00"
3291647040,24/09/2018,24/09/2018,"4,652.91",Randgold Resources Ltd,Materials,Metals & Mining,Jersey,Barrick Gold Corp,Materials,Metals & Mining,Canada,Barclays|Canadian Imperial Bk Commerce,Morgan Stanley|M Klein & Co LLC,980.41,421.15,"4,669.34",Mining,Public,,"2,018.00"
3291789020,24/09/2018,24/09/2018,"2,597.13",Pandora Media Inc,Media and Entertainment,Broadcasting,United States,Sirius XM Holdings Inc,Media and Entertainment,Broadcasting,United States,Morgan Stanley|Centerview Partners LLC|LionTree Advisors LLC,Bank of America Merrill Lynch|Allen & Co Inc,602.60,-165.20,"2,597.72",Radio and Television Broadcasting Stations,Public,,"2,018.00"
3294319020,24/09/2018,24/09/2018,113.51,Riviera Resources Inc,Energy and Power,Oil & Gas,United States,Riviera Resources Inc,Energy and Power,Oil & Gas,United States,,,278.52,-19.65,"1,163.82",Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3290193020,19/09/2018,19/09/2018,"4,831.51",Dominion Energy Midstream Partners LP,Energy and Power,Oil & Gas,United States,Dominion Energy Inc,Energy and Power,Power,United States,Moelis & Co,,657.47,431.42,"4,982.95","Electric, Gas, and Water Distribution",Public,,"2,018.00"
3288876040,18/09/2018,18/09/2018,"4,809.86",Jardine Lloyd Thompson Group PLC,Financials,Insurance,United Kingdom,MMC Treasury Holdings (UK) Ltd,Financials,Other Financials,United Kingdom,Rothschild & Co|JP Morgan Cazenove|Robertson Robey Associates LLP,Goldman Sachs & Co,"1,564.18",281.33,"4,345.24",Insurance,Public,,"2,018.00"
